0, 0, Header, 1, 2, 480
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -2, "major"
1, 0, Key_signature, 0, "major"
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 535713
1, 0, Control_c, 0, 121, 0
1, 0, Program_c, 0, 0
1, 0, Control_c, 0, 7, 127
1, 0, Control_c, 0, 10, 64
1, 0, Control_c, 0, 91, 30
1, 0, Control_c, 0, 93, 30
1, 0, MIDI_port, 0
1, 7680, Note_on_c, 0, 58, 96
1, 7680, Note_on_c, 0, 62, 96
1, 7680, Note_on_c, 0, 67, 96
1, 8159, Note_on_c, 0, 58, 0
1, 8159, Note_on_c, 0, 62, 0
1, 8159, Note_on_c, 0, 67, 0
1, 8160, Note_on_c, 0, 58, 96
1, 8160, Note_on_c, 0, 62, 96
1, 8160, Note_on_c, 0, 67, 96
1, 8639, Note_on_c, 0, 58, 0
1, 8639, Note_on_c, 0, 62, 0
1, 8639, Note_on_c, 0, 67, 0
1, 8640, Note_on_c, 0, 58, 96
1, 8640, Note_on_c, 0, 62, 96
1, 8640, Note_on_c, 0, 67, 96
1, 9119, Note_on_c, 0, 58, 0
1, 9119, Note_on_c, 0, 62, 0
1, 9119, Note_on_c, 0, 67, 0
1, 9120, Note_on_c, 0, 58, 96
1, 9120, Note_on_c, 0, 63, 96
1, 9479, Note_on_c, 0, 58, 0
1, 9479, Note_on_c, 0, 63, 0
1, 9480, Note_on_c, 0, 70, 96
1, 9599, Note_on_c, 0, 70, 0
1, 9600, Note_on_c, 0, 58, 96
1, 9600, Note_on_c, 0, 62, 96
1, 9600, Note_on_c, 0, 67, 96
1, 10079, Note_on_c, 0, 58, 0
1, 10079, Note_on_c, 0, 62, 0
1, 10079, Note_on_c, 0, 67, 0
1, 10080, Note_on_c, 0, 58, 96
1, 10080, Note_on_c, 0, 63, 96
1, 10439, Note_on_c, 0, 58, 0
1, 10439, Note_on_c, 0, 63, 0
1, 10440, Note_on_c, 0, 70, 96
1, 10559, Note_on_c, 0, 70, 0
1, 10560, Note_on_c, 0, 58, 96
1, 10560, Note_on_c, 0, 62, 96
1, 10560, Note_on_c, 0, 67, 96
1, 11519, Note_on_c, 0, 58, 0
1, 11519, Note_on_c, 0, 62, 0
1, 11519, Note_on_c, 0, 67, 0
1, 11520, Note_on_c, 0, 67, 96
1, 11520, Note_on_c, 0, 70, 96
1, 11520, Note_on_c, 0, 74, 96
1, 11999, Note_on_c, 0, 67, 0
1, 11999, Note_on_c, 0, 70, 0
1, 11999, Note_on_c, 0, 74, 0
1, 12000, Note_on_c, 0, 67, 96
1, 12000, Note_on_c, 0, 70, 96
1, 12000, Note_on_c, 0, 74, 96
1, 12479, Note_on_c, 0, 67, 0
1, 12479, Note_on_c, 0, 70, 0
1, 12479, Note_on_c, 0, 74, 0
1, 12480, Note_on_c, 0, 67, 96
1, 12480, Note_on_c, 0, 70, 96
1, 12480, Note_on_c, 0, 74, 96
1, 12959, Note_on_c, 0, 67, 0
1, 12959, Note_on_c, 0, 70, 0
1, 12959, Note_on_c, 0, 74, 0
1, 12960, Note_on_c, 0, 66, 96
1, 12960, Note_on_c, 0, 70, 96
1, 12960, Note_on_c, 0, 75, 96
1, 13319, Note_on_c, 0, 66, 0
1, 13319, Note_on_c, 0, 70, 0
1, 13319, Note_on_c, 0, 75, 0
1, 13320, Note_on_c, 0, 70, 96
1, 13439, Note_on_c, 0, 70, 0
1, 13440, Note_on_c, 0, 63, 96
1, 13440, Note_on_c, 0, 66, 96
1, 13919, Note_on_c, 0, 63, 0
1, 13919, Note_on_c, 0, 66, 0
1, 13920, Note_on_c, 0, 58, 96
1, 13920, Note_on_c, 0, 63, 96
1, 14279, Note_on_c, 0, 58, 0
1, 14279, Note_on_c, 0, 63, 0
1, 14280, Note_on_c, 0, 70, 96
1, 14399, Note_on_c, 0, 70, 0
1, 14400, Note_on_c, 0, 58, 96
1, 14400, Note_on_c, 0, 62, 96
1, 14400, Note_on_c, 0, 67, 96
1, 15359, Note_on_c, 0, 58, 0
1, 15359, Note_on_c, 0, 62, 0
1, 15359, Note_on_c, 0, 67, 0
1, 15360, Note_on_c, 0, 67, 96
1, 15360, Note_on_c, 0, 70, 96
1, 15360, Note_on_c, 0, 74, 96
1, 15360, Note_on_c, 0, 79, 96
1, 15839, Note_on_c, 0, 67, 0
1, 15839, Note_on_c, 0, 70, 0
1, 15839, Note_on_c, 0, 74, 0
1, 15839, Note_on_c, 0, 79, 0
1, 15840, Note_on_c, 0, 67, 96
1, 16199, Note_on_c, 0, 67, 0
1, 16200, Note_on_c, 0, 67, 96
1, 16319, Note_on_c, 0, 67, 0
1, 16320, Note_on_c, 0, 67, 96
1, 16320, Note_on_c, 0, 70, 96
1, 16320, Note_on_c, 0, 74, 96
1, 16320, Note_on_c, 0, 79, 96
1, 16799, Note_on_c, 0, 67, 0
1, 16799, Note_on_c, 0, 70, 0
1, 16799, Note_on_c, 0, 74, 0
1, 16799, Note_on_c, 0, 79, 0
1, 16800, Note_on_c, 0, 66, 96
1, 16800, Note_on_c, 0, 78, 96
1, 17159, Note_on_c, 0, 66, 0
1, 17159, Note_on_c, 0, 78, 0
1, 17160, Note_on_c, 0, 65, 96
1, 17160, Note_on_c, 0, 77, 96
1, 17279, Note_on_c, 0, 65, 0
1, 17279, Note_on_c, 0, 77, 0
1, 17280, Note_on_c, 0, 64, 96
1, 17280, Note_on_c, 0, 68, 96
1, 17280, Note_on_c, 0, 73, 96
1, 17280, Note_on_c, 0, 76, 96
1, 17399, Note_on_c, 0, 64, 0
1, 17399, Note_on_c, 0, 68, 0
1, 17399, Note_on_c, 0, 73, 0
1, 17399, Note_on_c, 0, 76, 0
1, 17400, Note_on_c, 0, 63, 96
1, 17400, Note_on_c, 0, 75, 96
1, 17519, Note_on_c, 0, 63, 0
1, 17519, Note_on_c, 0, 75, 0
